Name,stop_id,stop_code,stop_descr,stop_desr_,stop_stree,dierxomene
630006: ΠΛ. ΜΑΓΟΥΛΑΣ,"630006","630006",ΠΛ. ΜΑΓΟΥΛΑΣ,PL. MAGOYLAS,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ,"861, 861Β, 863, 865"
630007: ΦΟΥΡΝΟΣ,"630007","630007",ΦΟΥΡΝΟΣ,FOYRNOS,ΣΤΑΜΟΥ,"861, 861Β, 863, 865"
630008: ΦΟΥΡΝΟΣ,"630008","630008",ΦΟΥΡΝΟΣ,FOYRNOS,ΣΤΑΜΟΥ,"861, 861Β, 863, 876"
630009: ΠΛ. ΜΑΓΟΥΛΑΣ,"630009","630009",ΠΛ. ΜΑΓΟΥΛΑΣ,PL. MAGOYLAS,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ,"861, 861Β, 863, 876"
630010: ΣΧΟΛΕΙΟ,"630010","630010",ΣΧΟΛΕΙΟ,SXOLEIO,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ,"861, 861Β, 863, 876"
630011: CONVEX,"630011","630011",CONVEX,CONVEX,ΛΕΩΦ.ΚΑΜΑΡΙΟΥ,"864"
630012: ΣΥΝΕΡΓΕΙΟ,"630012","630012",ΣΥΝΕΡΓΕΙΟ,SYNERGEIO,ΛΕΩΦ.ΚΑΜΑΡΙΟΥ,"864"
630013: ΕΒΡΟΥ,"630013","630013",ΕΒΡΟΥ,EBROY,ΛΕΩΦ.ΚΑΜΑΡΙΟΥ,"864"
630014: ΒΑΣΙΛΕΙΟΥ,"630014","630014",ΒΑΣΙΛΕΙΟΥ,BASILEIOY,ΛΕΩΦ.ΚΑΜΑΡΙΟΥ,"864"
630015: ΕΛΠΑΚ,"630015","630015",ΕΛΠΑΚ,ELPAK,ΣΤΑΜΟΥ,"861, 861Β, 863, 865"
630016: ΘΡΙΑΣΙΟΥ,"630016","630016",ΘΡΙΑΣΙΟΥ,THRIASIOY,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ,"863"
630017: ΘΡΙΑΣΙΟΥ,"630017","630017",ΘΡΙΑΣΙΟΥ,THRIASIOY,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ,"863"
630018: ΘΡΙΑΣΙΟ ΝΟΣΟΚΟΜΕΙΟ,"630018","630018",ΘΡΙΑΣΙΟ ΝΟΣΟΚΟΜΕΙΟ,THRIASIO NOSOKOMEIO,ΛΕΩΦ.ΓΕΩΡ.ΓΕΝΝΗΜΑΤΑ,"861, 861Β, 863, 864, 865, 868, 879"
630019: ΓΕΩΡ. ΓΕΝΝΗΜΑΤΑ,"630019","630019",ΓΕΩΡ. ΓΕΝΝΗΜΑΤΑ,GEOR. GENNHMATA,ΛΕΩΦ.ΓΕΩΡ.ΓΕΝΝΗΜΑΤΑ,"861, 861Β, 863, 864, 865, 868, 879"
630020: ΓΕΩΡΓΙΟΥ ΓΕΝΝΗΜΑΤΑ,"630020","630020",ΓΕΩΡΓΙΟΥ ΓΕΝΝΗΜΑΤΑ,GEORGIOY GENNHMATA,ΛΕΩΦ.ΓΕΩΡ.ΓΕΝΝΗΜΑΤΑ,"861, 861Β, 863, 864, 868, 876, 879"
630021: ΝΟΣΟΚΟΜΕΙΟ,"630021","630021",ΝΟΣΟΚΟΜΕΙΟ,NOSOKOMEIO,ΛΕΩΦ.ΓΕΩΡ.ΓΕΝΝΗΜΑΤΑ,"861, 861Β, 863, 864, 868, 876, 879"
630022: ΠΡΟΑΣΤΙΑΚΟΣ,"630022","630022",ΠΡΟΑΣΤΙΑΚΟΣ,PROASTIAKOS,ΘΡΙΑΣΙΟΥ(ΕΙΣΟΔΟΣ ΣΤΑΘΜΟΥ),"861, 861Β, 863"
630024: ΝΙΚΗΤΑΡΑ,"630024","630024",ΝΙΚΗΤΑΡΑ,NIKHTARA,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ,"863"
630025: ΑΝΑΣΤΑΣΕΩΣ,"630025","630025",ΑΝΑΣΤΑΣΕΩΣ,ANASTASEOS,ΑΝΑΣΤΑΣΕΩΣ,"863"
630026: INTERMETAL,"630026","630026",INTERMETAL,INTERMETAL,ΛΕΩΦ.ΚΑΜΑΡΙΟΥ,"864"
630027: ΔΗΜΗΤΡΑΣ,"630027","630027",ΔΗΜΗΤΡΑΣ,DHMHTRAS,ΚΩΝ.ΚΑΜΠΟΛΗ,"863"
630028: ΜΕΛΕΤΙΟΥ ΜΗΛΙΟΥ,"630028","630028",ΜΕΛΕΤΙΟΥ ΜΗΛΙΟΥ,MELETIOY MHLIOY,ΚΩΝ.ΚΑΜΠΟΛΗ,"863"
630029: ΛΑΦΑΖΑΝΗ,"630029","630029",ΛΑΦΑΖΑΝΗ,LAFAZANH,ΘΡΙΑΣΙΟΥ ΠΕΔΙΟΥ,"861, 861Β, 863, 865"
630030: ΜΠΟΥΜΠΟΥΛΙΝΑΣ,"630030","630030",ΜΠΟΥΜΠΟΥΛΙΝΑΣ,MPOYMPOYLINAS,ΠΑΡΑΠΛ.ΟΔΟΥ ΑΤΤΙΚΗΣ ΟΔΟΥ,"863"
630031: ΠΑΠΑΦΛΕΣΣΑ,"630031","630031",ΠΑΠΑΦΛΕΣΣΑ,PAPAFLESSA,ΑΝΩΝΥΜΟΥ,"863"
630032: LSH,"630032","630032",LSH,LSH,ΛΕΩΦ.ΚΑΜΑΡΙΟΥ,"864"
630033: CONVEX,"630033","630033",CONVEX,CONVEX,ΛΕΩΦ.ΚΑΜΑΡΙΟΥ,"864"
630034: ΚΑΝΑΚΗ,"630034","630034",ΚΑΝΑΚΗ,KANAKH,ΛΕΩΦ.ΚΑΜΑΡΙΟΥ,"864"
630035: ΝΕΖΗ,"630035","630035",ΝΕΖΗ,NEZH,ΛΕΩΦ.ΚΑΜΑΡΙΟΥ,"864"
630036: ΝΟΒΑΣΩΛ,"630036","630036",ΝΟΒΑΣΩΛ,NOBASOL,ΛΕΩΦ.ΚΑΜΑΡΙΟΥ,"864"
630037: ΑΠΟΘΗΚΕΣ ΜΑΓΟΥΛΑΣ,"630037","630037",ΑΠΟΘΗΚΕΣ ΜΑΓΟΥΛΑΣ,APOTHIKES MAGOYLAS,ΛΕΩΦ.ΚΑΜΑΡΙΟΥ,"864"
630038: ΠΡΟΑΣΤΙΑΚΟΣ,"630038","630038",ΠΡΟΑΣΤΙΑΚΟΣ,PROASTIAKOS,ΘΡΙΑΣΙΟΥ(ΕΙΣΟΔΟΣ ΣΤΑΥΜΟΥ),"861, 861Β, 863, 876"
630039: ΝΙΚΗΤΑΡΑ,"630039","630039",ΝΙΚΗΤΑΡΑ,NIKHTARA,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ,"863"
630040: ΜΠΟΥΜΠΟΥΛΙΝΑΣ,"630040","630040",ΜΠΟΥΜΠΟΥΛΙΝΑΣ,MPOYMPOYLINAS,ΠΑΡΑΠΛ.ΟΔΟΥ ΑΤΤΙΚΗΣ ΟΔΟΥ,"863"
630041: ΠΑΠΑΦΛΕΣΣΑ,"630041","630041",ΠΑΠΑΦΛΕΣΣΑ,PAPAFLESSA,ΑΝΩΝΥΜΟΥ,"863"
630042: ΑΝΑΣΤΑΣΕΩΣ,"630042","630042",ΑΝΑΣΤΑΣΕΩΣ,ANASTASEOS,ΑΝΩΝΥΜΟΥ,"863"
630043: ΔΗΜΗΤΡΑΣ,"630043","630043",ΔΗΜΗΤΡΑΣ,DHMHTRAS,ΚΩΝ.ΚΑΜΠΟΛΗ,"863"
630044: ΜΕΛΕΤΙΟΥ ΜΗΛΙΟΥ,"630044","630044",ΜΕΛΕΤΙΟΥ ΜΗΛΙΟΥ,MELETIOY MHLIOY,ΚΩΝ.ΚΑΜΠΟΛΗ,"863"
640003: ΚΑΛΑΜΠΟΚΗ,"640003","640003",ΚΑΛΑΜΠΟΚΗ,KALAMPOKH,ΔΗΜΟΚΡΑΤΙΑΣ,"410, 446"
640004: ΚΑΛΕΡΓΗ,"640004","640004",ΚΑΛΕΡΓΗ,KALERGH,25ης ΜΑΡΤΙΟΥ,"446, 530"
640005: ΤΕΡΜΑ ΤΣΑΓΚΑΡΗ,"640005","640005",ΤΕΡΜΑ ΤΣΑΓΚΑΡΗ,TERMA TSAGKARH,25ης ΜΑΡΤΙΟΥ,"446"
640006: 1η ΤΣΑΓΚΑΡΗ,"640006","640006",1η ΤΣΑΓΚΑΡΗ,1st TSAGKARH,25ης ΜΑΡΤΙΟΥ,"446"
640007: ΠΑΠΑΝΙΚΟΛΑΟΥ,"640007","640007",ΠΑΠΑΝΙΚΟΛΑΟΥ,PAPANIKOLAOY,ΔΗΜΟΚΡΑΤΙΑΣ,"410"
640008: ΠΛ. ΜΕΛΙΣΣΙΩΝ,"640008","640008",ΠΛ. ΜΕΛΙΣΣΙΩΝ,PL. MELISSION,ΔΗΜΟΚΡΑΤΙΑΣ,"410"
640009: ΔΙΑΣΤΑΥΡΩΣΗ,"640009","640009",ΔΙΑΣΤΑΥΡΩΣΗ,DIASTAYROSH,Π.ΤΣΑΛΔΑΡΗ,"405, 410, 450"
640010: ΓΟΥΝΑΡΗ,"640010","640010",ΓΟΥΝΑΡΗ,GOYNARH,Π.ΤΣΑΛΔΑΡΗ,"405, 410, 446, 450, 530"
640011: ΠΑΠΑΔΗΜΗΤΡΙΟΥ,"640011","640011",ΠΑΠΑΔΗΜΗΤΡΙΟΥ,PAPADHMHTRIOY,Π.ΤΣΑΛΔΑΡΗ,"446, 450, 530"
640012: ΝΙΕΝ,"640012","640012",ΝΙΕΝ,NIEN,ΚΟΥΝΤΟΥΡΙΩΤΟΥ,"446, 450, 530"
640013: ΕΡΜΟΥ,"640013","640013",ΕΡΜΟΥ,ERMOY,ΑΓ.ΣΙΛΑ,"446, 451, 530"
640014: ΓΕΦΥΡΑ,"640014","640014",ΓΕΦΥΡΑ,GEFYRA,Ν.ΠΕΝΤΕΛΗΣ,"446, 451, 530"
640015: 25ης ΜΑΡΤΙΟΥ,"640015","640015",25ης ΜΑΡΤΙΟΥ,25th MARTIOY,Ν.ΠΕΝΤΕΛΗΣ,"446, 451, 530"
640016: ΝΙΕΝ,"640016","640016",ΝΙΕΝ,NIEN,ΚΟΥΝΤΟΥΡΙΩΤΟΥ,"446, 451, 530"
640018: ΜΠΟΜΠΟΛΑ,"640018","640018",ΜΠΟΜΠΟΛΑ,MPOMPOLA,ΠΗΓΗΣ,"405, 410, 446, 451, 530"
640019: ΤΡΟΙΑΣ,"640019","640019",ΤΡΟΙΑΣ,TROIAS,ΠΗΓΗΣ,"405, 410, 446, 451, 530"
640020: ΦΟΥΡΝΟΣ,"640020","640020",ΦΟΥΡΝΟΣ,FOYRNOS,ΠΗΓΗΣ,"405, 410, 446"
640021: ΘΕΑΤΡΟΥ,"640021","640052",ΘΕΑΤΡΟΥ,THEATROY,ΛΕΩΦ.ΠΕΝΤΕΛΗΣ,"450, 460, 461"
640023: ΛΥΡΑΚΟΥ,"640023","640023",ΛΥΡΑΚΟΥ,LYRAKOY,ΑΓ.ΣΙΛΛΑ,"446, 451, 530"
640024: ΒΙΓΛΑΣ,"640024","640024",ΒΙΓΛΑΣ,BIGLAS,ΣΜΥΡΝΗΣ,"405, 410, 530"
640026: ΚΑΛΛΙΠΟΛΕΩΣ,"640026","640026",ΚΑΛΛΙΠΟΛΕΩΣ,KALLIPOLEOS,ΑΓ.ΙΩΑΝΝΟΥ,"405, 410"
640027: ΜΟΥΣΣΩΝ,"640027","640027",ΜΟΥΣΣΩΝ,MOYSSON,ΤΕΡΨΙΘΕΑΣ,"405, 410"
640028: ΚΛΕΙΟΥΣ,"640028","640028",ΚΛΕΙΟΥΣ,KLEIOYS,ΤΕΡΨΙΘΕΑΣ,"405, 410"
640029: ΜΟΥΣΣΩΝ,"640029","640029",ΜΟΥΣΣΩΝ,MOYSSON,ΤΕΡΨΙΘΕΑΣ,"405, 410"
640030: ΚΑΛΛΙΠΟΛΕΩΣ,"640030","640030",ΚΑΛΛΙΠΟΛΕΩΣ,KALLIPOLEOS,ΑΓ.ΙΩΑΝΝΟΥ,"405, 410"
640033: ΦΟΥΡΝΟΣ,"640033","640033",ΦΟΥΡΝΟΣ,FOYRNOS,ΠΗΓΗΣ,"405, 410, 446, 530"
640038: ΠΛ. ΜΕΛΙΣΣΙΩΝ,"640038","640038",ΠΛ. ΜΕΛΙΣΣΙΩΝ,PL. MELISSION,ΔΗΜΟΚΡΑΤΙΑΣ,"410, 530"
640039: ΠΑΠΑΝΙΚΟΛΑΟΥ,"640039","640039",ΠΑΠΑΝΙΚΟΛΑΟΥ,PAPANIKOLAOY,ΔΗΜΟΚΡΑΤΙΑΣ,"410, 530"
640040: ΚΑΛΑΜΠΟΚΗ,"640040","640040",ΚΑΛΑΜΠΟΚΗ,KALAMPOKH,ΔΗΜΟΚΡΑΤΙΑΣ,"410, 446"
640041: ΠΑΛΛΑΔΙΟ,"640041","640041",ΠΑΛΛΑΔΙΟ,PALLADIO,ΔΗΜΟΚΡΑΤΙΑΣ,"410, 446"
640043: ΜΑΓΕΙΡΙΝΑ,"640043","640043",ΜΑΓΕΙΡΙΝΑ,MAGEIRINA,ΛΕΩΦ.ΠΕΝΤΕΛΗΣ,"450, 460, 461"
640044: ΠΑΤΗΜΑ,"640044","640044",ΠΑΤΗΜΑ,PATHMA,ΛΕΩΦ.ΠΕΝΤΕΛΗΣ,"450, 460, 461"
640045: ΠΑΛ. ΛΑΤΟΜΕΙΟ,"640045","640045",ΠΑΛ. ΛΑΤΟΜΕΙΟ,PAL. LATOMEIO,ΑΝΔ.ΠΑΠΑΝΔΡΕΟΥ,"405, 450"
640046: ΜΠΟΥΜΠΟΥΛΙΝΑΣ,"640046","640046",ΜΠΟΥΜΠΟΥΛΙΝΑΣ,MPOYMPOYLINAS,ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,"405, 410, 446, 451, 530"
640048: ΠΑΛ. ΛΑΤΟΜΕΙΟ,"640048","640048",ΠΑΛ. ΛΑΤΟΜΕΙΟ,PAL. LATOMEIO,ΑΝΔΡ.ΠΑΠΑΝΔΡΕΟΥ,"405, 451"
640049: ΔΙΑΣΤ. ΜΕΛΙΣΣΙΩΝ,"640049","640049",ΔΙΑΣΤ. ΜΕΛΙΣΣΙΩΝ,DIAST. MELISSION,ΛΕΩΦ.ΠΕΝΤΕΛΗΣ,"451, 460, 461"
640050: ΑΘΗΝΑΣ,"640050","640050",ΑΘΗΝΑΣ,ATHINAS,ΛΕΩΦ.ΠΕΝΤΕΛΗΣ,"451, 460, 461"
640051: ΔΑΒΑΚΗ,"640051","640051",ΔΑΒΑΚΗ,DABAKH,ΚΩΝΣΤΑΝΤΙΝΟΥ ΚΑΡΑΜΑΝΛΗ,"530"
640052: ΜΗΤΣΟΣ - ΑΝΝΑ,"640052","640021",ΜΗΤΣΟΣ - ΑΝΝΑ,MHTSOS - ANNA,ΛΕΩΦ.ΠΕΝΤΕΛΗΣ,"450, 460, 461"
640053: ΔΑΒΑΚΗ,"640053","640053",ΔΑΒΑΚΗ,DABAKH,ΚΩΝΣΤΑΝΤΙΝΟΥ ΚΑΡΑΜΑΝΛΗ,"530"
640054: ΥΠΟΛ. ΑΛΕΞ. ΔΙΑΚΟΥ,"640054","640054",ΥΠΟΛ. ΑΛΕΞ. ΔΙΑΚΟΥ,YPOL. ALEX. DIAKOY,ΚΩΝΣΤΑΝΤΙΝΟΥ ΚΑΡΑΜΑΝΛΗ,"530"
640055: ΥΠΟΛ. ΑΛΕΞ. ΔΙΑΚΟΥ,"640055","640055",ΥΠΟΛ. ΑΛΕΞ. ΔΙΑΚΟΥ,YPOL. ALEX. DIAKOY,ΚΩΝΣΤΑΝΤΙΝΟΥ ΚΑΡΑΜΑΝΛΗ,"530"
640056: ΒΑΛΤΕΤΣΙΟΥ,"640056","640056",ΒΑΛΤΕΤΣΙΟΥ,BALTETSIOY,25ης ΜΑΡΤΙΟΥ,"446, 530"
640057: ΒΑΛΤΕΤΣΙΟΥ,"640057","640057",ΒΑΛΤΕΤΣΙΟΥ,BALTETSIOY,25ης ΜΑΡΤΙΟΥ,"446"
640058: ΝΟΣ. ΤΣΑΓΚΑΡΗ,"640058","640058",ΝΟΣ. ΤΣΑΓΚΑΡΗ,NOS. TSAGKARH,25ης ΜΑΡΤΙΟΥ,"446, 530"
640064: ΣΤΡΟΦΗ,"640064","640064",ΣΤΡΟΦΗ,STROFH,ΛΕΩΦ.ΕΛ.ΒΕΝΙΖΕΛΟΥ,"405, 410, 446, 451, 530"
640065: ΣΜΥΡΝΗΣ,"640065","640065",ΣΜΥΡΝΗΣ,SMYRNHS,ΑΓ.ΙΩΑΝΝΟΥ,"405, 410"
640066: ΣΜΥΡΝΗΣ,"640066","640066",ΣΜΥΡΝΗΣ,SMYRNHS,ΑΓ.ΙΩΑΝΝΟΥ,"405, 410"
640067: ΣΧΟΛΕΙΟ,"640067","640067",ΣΧΟΛΕΙΟ,SXOLEIO,25ης ΜΑΡΤΙΟΥ,"446"
640068: ΠΟΛΙΤΙΣΤΙΚΟ ΚΕΝΤΡΟ,"640068","640068",ΠΟΛΙΤΙΣΤΙΚΟ ΚΕΝΤΡΟ,POLITISTIKO KENTRO,17ης ΝΟΕΜΒΡΙΟΥ 1973,"405, 410, 530"
640083: ΜΑΥΡΟΜΙΧΑΛΗ,"640083","640083",ΜΑΥΡΟΜΙΧΑΛΗ,MAYROMIXALH,25ης ΜΑΡΤΙΟΥ,"446, 530"
640084: ΔΙΑΣΤΑΥΡΩΣΗ,"640084","640084",ΔΙΑΣΤΑΥΡΩΣΗ,DIASTAYROSH,ΔΗΜΟΚΡΑΤΙΑΣ,"410, 530"
640085: ΚΟΙΜΗΤΗΡΙΟ,"640085","11499",ΚΟΙΜΗΤΗΡΙΟ,KOIMHTHRIO,,"410"
640: ΗΡΑΚΛΕΙΟ 640,"640","10653",ΗΡΑΚΛΕΙΟ 640,HRAKLEIO 640,,"640"
641: ΒΥΖΑΝΤΙΟΥ - ΧΑΪΔΑΡΙ,"641","11572",ΒΥΖΑΝΤΙΟΥ - ΧΑΪΔΑΡΙ,BYZANTIOY - XAIDARI,ΒΥΖΑΝΤΙΟΥ,"811"
642: ΑΦΕΤΗΡΙΑ 8η ΠΕΥΚΗΣ,"642","11801",ΑΦΕΤΗΡΙΑ 8η ΠΕΥΚΗΣ,AFETHRIA 8th PEYKHS,ΔΩΔΕΚΑΝΗΣΟΥ,"642"
64: ΧΑΙΔΑΡΙ,"64","10230",ΧΑΙΔΑΡΙ,XAIDARI,,"811"
650001: 1η ΜΠΑΛΑΣ,"650001","650001",1η ΜΠΑΛΑΣ,1st MPALAS,25ης ΜΑΡΤΙΟΥ,"507"
650002: ΤΡΑΥΛΟΥ,"650002","650002",ΤΡΑΥΛΟΥ,TRAYLOY,25 ΜΑΡΤΙΟΥ,"507"
650003: ΠΛ. 25ης ΜΑΡΤΙΟΥ,"650003","650003",ΠΛ. 25ης ΜΑΡΤΙΟΥ,PL. 25th MARTIOY,25ηs ΜΑΡΤΙΟΥ,"507"
650004: ΣΧΟΛΕΙΑ,"650004","650004",ΣΧΟΛΕΙΑ,SXOLEIA,ΚΟΛΟΚΟΤΡΩΝΗ,"507"
650005: ΠΕΡΙΣΤΕΡΙ,"650005","650005",ΠΕΡΙΣΤΕΡΙ,PERISTERI,ΡΟΔΟΠΟΛΕΩΣ,"507"
650006: ΠΡΟΦ. ΗΛΙΑΣ,"650006","650006",ΠΡΟΦ. ΗΛΙΑΣ,PROF. HLIAS,ΡΟΔΟΠΟΛΕΩΣ,"507"
650007: ΣΤΡΟΦΗ ΣΤΑΜΑΤΑΣ,"650007","650007",ΣΤΡΟΦΗ ΣΤΑΜΑΤΑΣ,STROFH STAMATAS,ΛΕΩΦ.ΣΤΑΜΑΤΑΣ,"507"
650008: 1η ΣΤΑΜΑΤΑΣ,"650008","650008",1η ΣΤΑΜΑΤΑΣ,1st STAMATAS,ΛΕΩΦ.ΣΤΑΜΑΤΑΣ,"507"
650009: ΠΡΟΦ. ΗΛΙΑΣ,"650009","650009",ΠΡΟΦ. ΗΛΙΑΣ,PROF. HLIAS,ΡΟΔΟΠΟΛΕΩΣ,"507"
650010: ΠΕΡΙΣΤΕΡΙ,"650010","650010",ΠΕΡΙΣΤΕΡΙ,PERISTERI,28ης ΟΚΤΩΒΡΙΟΥ,"507"
650011: ΚΟΙΝΟΤΗΤΑ,"650011","650011",ΚΟΙΝΟΤΗΤΑ,KOINOTHTA,25ης ΜΑΡΤΙΟΥ,"507"
650012: ΤΡΑΥΛΟΥ,"650012","650012",ΤΡΑΥΛΟΥ,TRAYLOY,25ης ΜΑΡΤΙΟΥ,"507"
650014: ΣΧΟΛΕΙΑ,"650014","650014",ΣΧΟΛΕΙΑ,SXOLEIA,ΚΟΛΟΚΟΤΡΩΝΗ,"507"
650015: ΑΓ. ΙΩΑΝΝΟΥ,"650015","10614",ΑΓ. ΙΩΑΝΝΟΥ,AG. IOANNOY,ΑΓΙΟΥ ΙΩΑΝΝΟΥ,"507"
650016: ΑΓ. ΙΩΑΝΝΟΥ,"650016","10615",ΑΓ. ΙΩΑΝΝΟΥ,AG. IOANNOY,ΑΓΙΟΥ ΙΩΑΝΝΟΥ,"507"
651: ΣΤ. ΠΑΝΟΡΜΟΥ,"651","11879",ΣΤ. ΠΑΝΟΡΜΟΥ,ST. PANORMOY,ΠΑΝΟΡΜΟΥ,"651"
653: ΣΧΟΛΕΙΟ - 653,"653","11846",ΣΧΟΛΕΙΟ - 653,SXOLEIO - 653,ΛΥΤΡΑ,"653"
65: ΣΧΙΣΤΟ,"65","999",ΣΧΙΣΤΟ,SXISTO,,"806, 807, 809, 810, 814"
660001: ΦΑΡΟΣ,"660001","660001",ΦΑΡΟΣ,FAROS,ΛΕΩΦ.ΚΗΦΙΣΙΑΣ,"503, 507, 509, 509Β, 535, 535Α, 536, 560, Α7"
660002: ΕΡΥΘΡΑΙΑ,"660002","660002",ΕΡΥΘΡΑΙΑ,ERYTHRAIA,ΕΛ.ΒΕΝΙΖΕΛΟΥ,"507, 509, 509Β, 535, 535Α, 536, Α7"
660003: ΔΙΑΣΤΑΥΡΩΣΗ,"660003","660003",ΔΙΑΣΤΑΥΡΩΣΗ,DIASTAYROSH,ΕΛ.ΒΕΝΙΖΕΛΟΥ,"507, 509, 509Β, 535, 535Α, 536, Α7"
660004: ΣΧΟΛΕΙΟ,"660004","660004",ΣΧΟΛΕΙΟ,SXOLEIO,ΕΛ.ΒΕΝΙΖΕΛΟΥ,"507, 509, 509Β, 535, 535Α, 536, Α7"
660005: ΚΑΣΤΡΙ,"660005","660005",ΚΑΣΤΡΙ,KASTRI,ΕΛ.ΒΕΝΙΖΕΛΟΥ,"507, 509, 509Β, 535, 535Α, 536, Α7"
660006: ΔΙΑΝΙΤΑ,"660006","660006",ΔΙΑΝΙΤΑ,DIANITA,ΛΕΩΦ.ΘΗΣΕΩΣ,"507, 509, 509Β, 535, 535Α, 536, Α7"
660007: 6η ΕΚΑΛΗΣ,"660007","660007",6η ΕΚΑΛΗΣ,6th EKALHS,ΛΕΩΦ.ΘΗΣΕΩΣ,"507, 509, 509Β, 535, 535Α, 536, Α7"
660008: 5η ΕΚΑΛΗΣ,"660008","660008",5η ΕΚΑΛΗΣ,5th EKALHS,ΛΕΩΦ.ΘΗΣΕΩΣ,"507, 509, 509Β, 535, 535Α, 536, Α7"
660009: 4η ΕΚΑΛΗΣ,"660009","660009",4η ΕΚΑΛΗΣ,4th EKALHS,ΛΕΩΦ.ΘΗΣΕΩΣ,"507, 509, 509Β, 535, 535Α, 536, Α7"
660010: ΦΟΡΟΣ,"660010","660010",ΦΟΡΟΣ,FOROS,ΕΛ.ΒΕΝΙΖΕΛΟΥ,"507, 509, 509Β, 535, 535Α, 536, Α7"
660011: ΚΑΣΤΡΙ,"660011","660011",ΚΑΣΤΡΙ,KASTRI,ΕΛ.ΒΕΝΙΖΕΛΟΥ,"507, 509, 509Β, 535, 535Α, 536, Α7"
660012: ΣΧΟΛΕΙΟ,"660012","660012",ΣΧΟΛΕΙΟ,SXOLEIO,ΕΛ.ΒΕΝΙΖΕΛΟΥ,"507, 509, 509Β, 535, 535Α, 536, Α7"
660013: ΠΛ. ΝΕΑΣ ΕΡΥΘΡΑΙΑΣ,"660013","660013",ΠΛ. ΝΕΑΣ ΕΡΥΘΡΑΙΑΣ,PL. NEAS ERYTHRAIAS,ΕΛ.ΒΕΝΙΖΕΛΟΥ,"507, 509, 509Β, 535, 535Α, 536, 560, Α7"
660014: ΕΡΥΘΡΑΙΑ,"660014","660014",ΕΡΥΘΡΑΙΑ,ERYTHRAIA,ΕΛ.ΒΕΝΙΖΕΛΟΥ,"507, 509, 509Β, 535, 535Α, 536, 560, Α7"
660015: ΝΕΑ ΕΡΥΘΡΑΙΑ,"660015","660015",ΝΕΑ ΕΡΥΘΡΑΙΑ,NEA ERYTHRAIA,ΚΩΝ.ΒΑΡΝΑΛΗ,"503, 560"
660016: 1η Ν. ΕΡΥΘΡΑΙΑΣ,"660016","660016",1η Ν. ΕΡΥΘΡΑΙΑΣ,1st N. ERYTHRAIAS,Κ.ΒΑΡΝΑΛΗ,"503, 560"
660017: 28ης ΟΚΤΩΒΡΙΟΥ,"660017","660017",28ης ΟΚΤΩΒΡΙΟΥ,28th OKTOBRIOY,ΚΟΛΟΚΟΤΡΩΝΗ,"503"
660018: 1η ΒΑΡΥΜΠΟΜΠΗΣ,"660018","660018",1η ΒΑΡΥΜΠΟΜΠΗΣ,1st BARYMPOMPHS,ΚΟΛΟΚΟΤΡΩΝΗ,"503"
660019: 2η ΒΑΡΥΜΠΟΜΠΗΣ,"660019","660019",2η ΒΑΡΥΜΠΟΜΠΗΣ,2nd BARYMPOMPHS,ΤΑΤΟΙΟΥ,"503"
660020: ΓΑΛΗΝΗΣ,"660020","660020",ΓΑΛΗΝΗΣ,GALHNHS,ΤΑΤΟΙΟΥ,"503, 522"
660021: 4η ΒΑΡΥΜΠΟΜΠΗΣ,"660021","660021",4η ΒΑΡΥΜΠΟΜΠΗΣ,4th BARYMPOMPHS,ΤΑΤΟΙΟΥ,"503"
660024: 3η Ν. ΕΡΥΘΡΑΙΑΣ,"660024","660024",3η Ν. ΕΡΥΘΡΑΙΑΣ,3rd N. ERYTHRAIAS,25ης ΜΑΡΤΙΟΥ,"560"
660025: 4η Ν.ΕΡΥΘΡΑΙΑΣ,"660025","660025",4η Ν.ΕΡΥΘΡΑΙΑΣ,4th N.ERYTHRAIAS,ΣΜΥΡΝΗΣ,"560"
660026: 5η Ν. ΕΡΥΘΡΑΙΑΣ,"660026","660026",5η Ν. ΕΡΥΘΡΑΙΑΣ,5th N. ERYTHRAIAS,ΟΜΗΡΟΥ,"560"
660027: ΠΛ. ΠΛΑΣΤΗΡΑ,"660027","660027",ΠΛ. ΠΛΑΣΤΗΡΑ,PL. PLASTHRA,ΠΑΠΑΓΟΥ,"560"
660028: ΑΝΤΙΓΟΝΗΣ,"660028","660028",ΑΝΤΙΓΟΝΗΣ,ANTIGONHS,ΕΛ.ΒΕΝΙΖΕΛΟΥ,"507, 509, 509Β, 535, 535Α, 536, Α7"
660029: ΑΝΤΙΓΟΝΗΣ,"660029","660029",ΑΝΤΙΓΟΝΗΣ,ANTIGONHS,ΕΛ.ΒΕΝΙΖΕΛΟΥ,"507, 509, 509Β, 535, 535Α, 536, Α7"
